Date,Longitude,Latitude,MP
2017-11-01,136.5,27.5,-0.585026652
2019-04-01,100,-9,-0.583858969
2012-10-01,-146,29,-0.580171748
2010-07-01,-53.5,31.5,-0.577155065
2019-02-01,136,28.5,-0.576754126
2013-04-01,-6,60,-0.57621367
2019-02-01,128.5,33,-0.575118363
2016-02-01,141,14.5,-0.575118363
2001-10-01,-58.5,26,-0.573761462
2017-04-01,-52,-34.5,-0.573675835
2013-02-01,-10.5,53,-0.57287268
2019-04-01,91,-10,-0.572513891
2016-07-01,131,34.5,-0.571865206
2013-01-01,-11,49.5,-0.571333752
2013-03-01,-11.5,55.5,-0.571333752
2013-02-01,-13.5,49.5,-0.571333752
2019-04-01,82.5,0,-0.570732334
2011-02-01,66.5,-28,-0.570621961
2015-07-01,15,38.5,-0.570276905
2018-12-01,-9,38,-0.570163881
2013-04-01,-11,60,-0.56893431
2013-05-01,-17.5,53.5,-0.568636236
2005-05-01,-59,44,-0.568593347
2019-04-01,103.5,-7,-0.567672208
2012-05-01,-63.5,28,-0.565300707
2011-04-01,-154,28,-0.563406712
2018-08-01,-9,38,-0.562886013
2016-09-01,121.5,32.5,-0.562257639
2016-12-01,93.5,-8,-0.560667306
2019-04-01,87,-2.5,-0.558776326
2013-04-01,-11,58.5,-0.55731939
2013-05-01,-5,36,-0.556483933
2014-04-01,4,42.5,-0.555955204
2017-08-01,132,42.5,-0.554395797
2015-07-01,132.5,31.5,-0.554395797
2016-08-01,121,39.5,-0.553396623
2013-04-01,-3,60.5,-0.552841969
2018-09-01,-1,50,-0.552841969
2013-03-01,-6,47,-0.552841969
2013-03-01,-8,48,-0.552841969
2013-04-01,-14.5,54,-0.552841969
2013-02-01,-9,48,-0.552841969
2013-03-01,-14.5,54.5,-0.552841969
2013-05-01,-16,53.5,-0.552841969
2013-01-01,-13.5,48.5,-0.552841969
2011-03-01,-53.5,29,-0.55203798
2014-08-01,5.5,53.5,-0.551461498
2010-01-01,-179.5,-69.5,-0.550213153
2012-06-01,-68,39,-0.547105918
2019-04-01,82,-5,-0.545917729
2017-11-01,142.5,40,-0.542502695
2005-05-01,-64.5,31,-0.542133141
2004-10-01,-122.5,31.5,-0.541332875
2015-05-01,34.5,32,-0.541251928
2019-04-01,80,-0.5,-0.539703673
2017-08-01,123,31.5,-0.539102157
2018-01-01,131.5,28.5,-0.537602002
2014-08-01,17.5,57.5,-0.536390664
2017-07-01,138.5,34,-0.536107011
2017-07-01,-81.5,65,-0.534468443
2013-02-01,-10.5,53.5,-0.533091887
2019-04-01,82,-1.5,-0.530030791
2003-04-01,-77,19,-0.528765461
2015-07-01,129.5,32.5,-0.5286124
2019-06-01,32,36,-0.528006338
2017-08-01,139,41,-0.527990741
2013-04-01,-13,54,-0.527719954
2013-03-01,-9.5,56,-0.527188707
2013-04-01,-15,53.5,-0.526773867
2019-06-01,1,40,-0.525783736
2019-02-01,137,28,-0.525783736
2014-08-01,2.5,51.5,-0.525304997
2009-07-01,-136.5,39,-0.525171638
2013-06-01,-8.5,55,-0.523845995
2019-04-01,93.5,-10,-0.523458191
2017-02-01,121,39,-0.522878745
2013-04-01,-10.5,53.5,-0.522878745
2013-03-01,-11.5,55,-0.522878745
2016-09-01,59.5,20.5,-0.522878745
2013-04-01,-9.5,58.5,-0.522878745
2013-02-01,-13,52.5,-0.522878745
2013-04-01,-14,54,-0.522878745
2013-04-01,-10.5,60,-0.522878745
2013-01-01,-16,50.5,-0.522878745
2016-09-01,-165.5,76.5,-0.522878745
2013-05-01,18.5,42,-0.521125652
2007-07-01,-146.5,34,-0.520976208
2013-05-01,19,39.5,-0.519406634
2007-07-01,-158,29,-0.519147377
2019-03-01,120.5,35.5,-0.519131076
2019-07-01,140,41,-0.518557371
2019-08-01,128,32,-0.518557371
2000-04-01,-70,26.5,-0.517281837
2010-01-01,174.5,-74.5,-0.516698048
2013-01-01,-11,48.5,-0.514362076
2013-05-01,20,39,-0.514314262
2019-07-01,137.5,34,-0.514278574
2009-07-01,-150.5,36.5,-0.514249354
2009-07-01,-150,37,-0.512593756
2014-10-01,3.5,40,-0.511449283
2013-04-01,-10.5,58.5,-0.510669113
2019-04-01,105,2,-0.510041521
2009-08-01,-140.5,37.5,-0.510006754
2017-08-01,124,31.5,-0.509020514
2014-08-01,4,52,-0.508638306
2020-05-01,15.5,34.5,-0.508638306
2010-06-01,-50.5,31.5,-0.506803324
2019-04-01,82,0,-0.506681392
2010-10-01,-150.5,25,-0.505549765
2016-12-01,90.5,-7,-0.504455662
2012-09-01,6,42.5,-0.502924673
2018-06-01,6,42.5,-0.501689446
2001-04-01,-61.5,28.5,-0.500889961
2019-04-01,96,6,-0.500863005
2019-04-01,126,28,-0.50052178
2014-01-01,34.5,32.5,-0.499990175
2014-04-01,14,40.5,-0.498940738
2019-04-01,97,-10,-0.497709472
2012-03-01,6,42.5,-0.497026941
2013-02-01,-10,52.5,-0.494850022
2013-04-01,-10.5,53.5,-0.494850022
2016-08-01,120.5,39,-0.494850022
2013-04-01,-11.5,54.5,-0.494850022
2013-07-01,-10,55.5,-0.494850022
2013-03-01,-10.5,55.5,-0.494850022
2013-01-01,-10.5,48.5,-0.494850022
2017-08-01,130,35,-0.493494968
1999-08-01,-141.5,35,-0.49241396
2000-06-01,-71.5,28,-0.490297695
2014-04-01,11.5,41,-0.488116639
2015-02-01,34,31.5,-0.487840928
2019-04-01,129.5,32,-0.486117324
2010-01-01,177.5,-73.5,-0.485452247
2016-08-01,55.5,15.5,-0.48482554
2008-07-01,-140.5,35,-0.484383452
2010-06-01,-45.5,32,-0.483572946
2019-07-01,141.5,41.5,-0.48148606
2013-04-01,3.5,40,-0.480963905
2013-03-01,-11,55,-0.478365776
2012-07-01,-135,40,-0.477796945
2013-01-01,-11,49.5,-0.477555766
2013-01-01,-13.5,49.5,-0.474651226
2007-01-01,-124.5,33.5,-0.473915279
2019-04-01,107,-0.5,-0.473402291
2019-04-01,91.5,3,-0.472498989
2019-04-01,87,9.5,-0.471726223
2017-12-01,98,-8,-0.4710833
2019-01-01,-9,38,-0.468995788
2013-03-01,-3.5,47,-0.468521083
2013-02-01,-8.5,51,-0.468521083
2013-04-01,-4.5,60,-0.468521083
2013-02-01,-7.5,49.5,-0.468521083
2013-03-01,-12.5,52,-0.468521083
2013-04-01,-8.5,60,-0.468521083
2013-02-01,-8,48.5,-0.468521083
2013-04-01,-11,59,-0.468521083
2013-01-01,-11.5,48.5,-0.468521083
2013-04-01,-17.5,53,-0.468521083
2013-11-01,34.5,32,-0.467508456
2019-04-01,80,-2.5,-0.466990978
2019-04-01,109,7,-0.466227942
2014-10-01,-2,45,-0.465973894
2017-12-01,87,-9.5,-0.465973894
2019-04-01,87,8,-0.465212641
2016-04-01,121,40,-0.46470588
2015-08-01,138,39.5,-0.46470588
2017-12-01,91,-9,-0.46470588
2018-10-01,-0.5,49.5,-0.463441557
2013-05-01,5.5,38.5,-0.462917637
2015-04-01,5.5,42.5,-0.462180905
2016-07-01,139,40.5,-0.460923901
2013-04-01,-7.5,59,-0.460409377
2014-08-01,10.5,58,-0.460397615
2012-10-01,-57.5,27,-0.458317315
2007-01-01,-118,33,-0.457962373
2013-04-01,-12.5,54,-0.457533213
2014-02-01,34.5,32,-0.456311291
2017-05-01,119,38.5,-0.455931956
2013-07-01,8,40,-0.455931956
2016-08-01,143.5,39,-0.454692884
2012-10-01,-145.5,30,-0.454287629
2019-04-01,92,5.5,-0.454198243
2017-08-01,122.5,30.5,-0.453322433
2013-05-01,19,40,-0.453244205
2015-04-01,3.5,40,-0.452612822
2019-04-01,113,16.5,-0.451610582
2012-04-01,5.5,42.5,-0.450460546
2017-09-01,128,31,-0.447331784
2019-04-01,92.5,-10,-0.446845452
2013-04-01,-10.5,57,-0.446395015
2014-10-01,-1.5,44.5,-0.446116973
2017-05-01,121,40,-0.443697499
2013-02-01,-10.5,53.5,-0.443697499
2017-05-01,120,39,-0.443697499
2013-04-01,-9,58.5,-0.443697499
2013-04-01,-10.5,58,-0.443697499
2013-04-01,-11.5,57.5,-0.443697499
2017-07-01,133,36,-0.443476443
2013-02-01,-12,54,-0.442880666
2019-03-01,140.5,29.5,-0.442492798
2019-04-01,87,14,-0.442132038
2019-10-01,-179,65,-0.441291429
2019-04-01,79.5,4,-0.440452444
2013-05-01,3.5,41,-0.43941854
2012-03-01,7.5,43,-0.439376125
2016-10-01,137,33.5,-0.438898616
2018-02-01,141,19.5,-0.437707136
2019-04-01,109,4,-0.43628166
2012-02-01,-73,26,-0.432735988
2017-07-01,38.5,22.5,-0.431798276
2009-06-01,-157.5,27,-0.430824723
2013-01-01,-16.5,48.5,-0.428127276
2016-08-01,143,38.5,-0.42365865
2019-06-01,143,38,-0.42365865
2019-04-01,87,-6,-0.423382291
2011-01-01,-18,-27.5,-0.422185095
2013-07-01,-7.5,56.5,-0.420216403
2013-04-01,-5.5,59.5,-0.420216403
2013-03-01,-9,50.5,-0.420216403
2013-01-01,-11,49.5,-0.420216403
2013-03-01,-10,56,-0.420216403
2013-02-01,-12.5,52.5,-0.420216403
2013-03-01,-12.5,55,-0.420216403
2013-01-01,-16,51,-0.420216403
2013-04-01,-10.5,57.5,-0.420216403
2013-03-01,-12.5,49,-0.420216403
2013-04-01,-17,53.5,-0.420216403
2017-08-01,139,39.5,-0.419075024
2019-04-01,87,2,-0.418847108
2015-01-01,3.5,40,-0.416695137
2013-02-01,-12.5,54,-0.416474938
2019-04-01,103.5,1,-0.416234632
2019-01-01,134,33,-0.415668776
2017-04-01,135,33.5,-0.411168274
2017-11-01,135.5,26,-0.411168274
2009-08-01,-140,32,-0.410580636
2013-05-01,1.5,37.5,-0.409989898
2018-01-01,137.5,37,-0.408935393
2015-09-01,135,33.5,-0.408935393
2019-06-01,3.5,41.5,-0.408935393
2010-01-01,165.5,-75.5,-0.406381692
2016-07-01,130,33.5,-0.40560745
2009-07-01,-138,39,-0.405237565
2018-01-01,122.5,31,-0.404748403
2018-09-01,-0.5,50,-0.404503778
2020-07-01,50,29.5,-0.403952992
2009-07-01,-148.5,38,-0.403936259
2016-12-01,109.5,-28,-0.402304814
2019-04-01,90.5,5,-0.402304814
2013-05-01,-4,36,-0.402075026
2019-04-01,82,-3,-0.400553624
2019-04-01,91,5,-0.400116928
2011-04-01,-153.5,30,-0.399340359
2013-04-01,-5.5,60.5,-0.397940009
2016-08-01,-14,85,-0.397940009
2013-03-01,-10.5,50.5,-0.397940009
2016-08-01,153.5,86,-0.397940009
2016-08-01,153.5,86,-0.397940009
2016-09-01,20.5,77.5,-0.397940009
2013-05-01,-13,53.5,-0.397940009
2013-03-01,-11,50,-0.397940009
2016-09-01,13,77.5,-0.397940009
2013-01-01,-11.5,48.5,-0.397940009
2016-08-01,-158.5,83.5,-0.397940009
2016-09-01,-165.5,76.5,-0.397940009
2011-05-01,-155.5,22,-0.397405682
2011-04-01,-101.5,-29,-0.39603768
2019-10-01,143,36,-0.395773947
2019-03-01,120.5,35.5,-0.3951284
2019-04-01,83,0,-0.393618635
2016-08-01,120,38,-0.393241122
2010-07-01,-55,29.5,-0.392835477
2019-09-01,129.5,33.5,-0.391473966
2016-07-01,128,31,-0.390405591
2013-05-01,32,33,-0.390313634
2014-08-01,127.5,31.5,-0.389339837
2019-04-01,80,-2,-0.388701638
2016-09-01,121.5,40.5,-0.388532568
2008-07-01,-142,33.5,-0.386988403
2014-06-01,4.5,40,-0.386929374
2019-04-01,99.5,4,-0.386475297
2017-08-01,131.5,29.5,-0.386158178
2019-04-01,90,0,-0.385208208
2014-10-01,3,40,-0.38224582
2014-04-01,34.5,32.5,-0.381974455
2019-09-01,102.5,77.5,-0.381951903
1999-08-01,-141,36,-0.381951903
2016-07-01,128.5,32.5,-0.380906669
2018-10-01,1,50.5,-0.379725376
2013-02-01,-8,47.5,-0.37675071
2013-05-01,-18,53.5,-0.37675071
2013-04-01,-18,53,-0.37675071
2016-12-01,87,-9,-0.37675071
2017-04-01,-51.5,-34,-0.375964521
2019-04-01,98,5.5,-0.375821074
2011-01-01,-24,-26.5,-0.375782856
2016-08-01,130,31,-0.375717904
2013-06-01,38.5,71,-0.375717904
2018-09-01,5.5,42.5,-0.374666821
2019-01-01,134.5,33,-0.373659633
2013-05-01,19,40.5,-0.372884774
2016-10-01,-1,50,-0.37161107
2019-07-01,139,40,-0.369955954
2000-06-01,-68,30.5,-0.368117607
2019-04-01,87,6,-0.365418717
2015-07-01,136.5,33,-0.364516253
2013-07-01,68,78,-0.364516253
2019-09-01,61.5,71.5,-0.363512104
2019-04-01,107,1.5,-0.362410214
2016-11-01,121,40,-0.362344323
2013-10-01,14.5,38.5,-0.361510743
2015-04-01,3,40,-0.360695931
2017-08-01,122.5,32,-0.358525889
2012-10-01,-146,28,-0.358172856
2019-09-01,95,76.5,-0.35753548
2019-09-01,135.5,77.5,-0.35753548
2009-08-01,-132.5,32,-0.35737703
2021-03-01,97,8.5,-0.357278343
2013-04-01,-10.5,53,-0.356547324
2016-08-01,-117,31.5,-0.356547324
2013-04-01,-9,60,-0.356547324
2013-02-01,-9,49,-0.356547324
2013-02-01,-13.5,51.5,-0.356547324
2013-04-01,-10.5,59,-0.356547324
2013-05-01,-14.5,53.5,-0.356547324
2003-02-01,-75.5,25.5,-0.355119955
2019-04-01,87,-4,-0.354970935
2014-10-01,-2.5,43.5,-0.354577731
2019-04-01,113.5,14,-0.354577731
2019-04-01,128,32,-0.353596274
2014-08-01,6.5,53.5,-0.353435338
2015-07-01,14,40.5,-0.351787462
2019-04-01,108,-1.5,-0.350178537
2022-05-01,124.5,9,-0.349485002
2016-08-01,54.5,16.5,-0.349485002
2014-07-01,7.5,54,-0.348613568
2017-07-01,-91,71,-0.347647275
2012-03-01,5.5,42.5,-0.346788604
2019-04-01,80,1,-0.342944147
2015-11-01,136.5,33.5,-0.341988603
2019-10-01,157,61,-0.341988603
2013-05-01,18.5,41.5,-0.340134753
2013-07-01,71.5,78,-0.3400838
2013-01-01,-15,49.5,-0.338890353
2019-04-01,80,2.5,-0.338281942
2013-05-01,14.5,38.5,-0.337654944
2016-11-01,121.5,40.5,-0.337242168
2013-04-01,-3,61,-0.337242168
2017-05-01,119.5,39,-0.337242168
2013-04-01,-7.5,59.5,-0.337242168
2013-03-01,-12,55,-0.337242168
2013-04-01,-10,57.5,-0.337242168
2013-03-01,-12,55.5,-0.337242168
1999-08-01,-142,35,-0.336864685
2013-04-01,-10,57,-0.336014188
2013-01-01,-16,50.5,-0.3356064
2014-04-01,4.5,43,-0.332830435
2014-08-01,12,56.5,-0.332577177
2015-04-01,6,42.5,-0.329990521
2019-04-01,94,6,-0.329383114
2017-08-01,137.5,34,-0.326979093
2016-07-01,137.5,38.5,-0.326979093
2019-07-01,136,37,-0.325837831
2015-06-01,11.5,56,-0.325488183
2017-08-01,128,31.5,-0.319004889
2017-05-01,121.5,40,-0.318758763
2013-04-01,-16.5,53.5,-0.318758763
2019-04-01,98.5,-10,-0.317674381
2013-04-01,-11,58,-0.317256008
2017-12-01,92,-14,-0.316952962
2019-04-01,100.5,-8,-0.316502682
2010-01-01,179,-75.5,-0.314885531
2014-04-01,18.5,38.5,-0.313363731
2015-09-01,12,38.5,-0.311580178
2017-11-01,138.5,32.5,-0.310691141
2014-08-01,2.5,51.5,-0.30980392
2015-11-01,-11.5,39.5,-0.30980392
2013-11-01,12,38,-0.309108644
2012-10-01,-138.5,32.5,-0.306819885
2010-10-01,-149,25.5,-0.304702864
2010-01-01,179,-76.5,-0.304168227
2021-03-01,95.5,8.5,-0.303975794
2015-07-01,134.5,36,-0.303089602
2017-10-01,145,42.5,-0.301029996
2016-08-01,6,80.5,-0.301029996
2013-04-01,-6.5,59.5,-0.301029996
2016-09-01,66,77.5,-0.301029996
2013-02-01,-7,47.5,-0.301029996
2013-01-01,-16,51,-0.301029996
2016-08-01,153.5,86,-0.301029996
2015-11-01,-22.5,13,-0.301029996
2016-08-01,10,81.5,-0.301029996
2016-09-01,20,77.5,-0.301029996
2016-09-01,170.5,77.5,-0.301029996
2016-09-01,20,77.5,-0.301029996
2013-01-01,-15,49.5,-0.301029996
2016-08-01,25,82.5,-0.301029996
2016-09-01,13.5,77.5,-0.301029996
2016-09-01,170.5,77.5,-0.301029996
2015-11-01,-18,5.5,-0.301029996
2016-08-01,-158.5,83.5,-0.301029996
2015-11-01,-18,5,-0.301029996
2015-11-01,-17.5,4,-0.301029996
2015-11-01,7,-21,-0.301029996
2015-11-01,2,-14,-0.301029996
2013-01-01,-8,51,-0.29929973
2017-07-01,136,36.5,-0.298432015
2016-04-01,121,40,-0.297569464
2013-05-01,20.5,38.5,-0.297158894
2013-05-01,17,41.5,-0.296335511
2011-01-01,-21.5,-27,-0.294524279
2019-07-01,137.5,38,-0.294136288
2013-07-01,65.5,78,-0.294136288
2009-08-01,-136.5,32,-0.292774971
2016-06-01,11,55.5,-0.292513326
2019-08-01,130,31,-0.289882635
2019-04-01,80,-1,-0.288445832
2019-10-01,39.5,65.5,-0.284832642
2019-09-01,151,76.5,-0.284832642
2013-04-01,-11.5,53.5,-0.283996656
2013-01-01,-10,48.5,-0.283996656
2017-07-01,-79,58.5,-0.283979953
2018-01-01,123,30.5,-0.283347147
2014-10-01,-2,43.5,-0.282329497
2017-08-01,143,40.5,-0.280668713
2019-08-01,142,35.5,-0.279840697
2019-04-01,92,2,-0.279592599
2019-04-01,95,-10,-0.279509932
2012-06-01,129,34.5,-0.277941674
2019-08-01,99.5,9.5,-0.277668571
2013-07-01,7.5,43,-0.276638103
2016-07-01,137.5,39,-0.27572413
2019-08-01,127.5,31.5,-0.274088368
2015-07-01,3,40,-0.273420983
2017-10-01,-10,52.5,-0.272425239
2017-12-01,-7.5,46.5,-0.272425239
2019-04-01,87,-3,-0.271271006
2012-10-01,-146,30.5,-0.270020244
2009-08-01,-130,32,-0.269761565
2019-07-01,135.5,36,-0.268411235
2022-04-01,74.5,13.5,-0.267840201
2010-06-01,-41,30.5,-0.267155877
2016-07-01,134,36.5,-0.266802735
2013-10-01,-6,51,-0.265954719
2014-07-01,130.5,34.5,-0.26520017
2012-04-01,8.5,41.5,-0.264179392
2016-12-01,88,-9.5,-0.262012674
2019-04-01,87,-8.5,-0.259084924
2014-10-01,-2,44,-0.257529935
2013-05-01,18.5,38,-0.255565779
2018-01-01,141.5,36.5,-0.251811973
2013-04-01,-8.5,59,-0.251811973
2017-12-01,98.5,-17,-0.251037139
2010-01-01,165.5,-76.5,-0.250804958
2020-07-01,50,29.5,-0.248746784
2017-04-01,-46.5,-28,-0.246233917
2015-07-01,12,41.5,-0.245651664
2019-09-01,143,41,-0.245651664
2019-04-01,92.5,1,-0.245156852
2014-07-01,136.5,38,-0.244887734
2011-07-01,8.5,41.5,-0.24397372
2017-07-01,130.5,30.5,-0.243363892
2014-08-01,1.5,51.5,-0.24166622
2010-01-01,175.5,-72.5,-0.241088108
2011-01-01,1,-31,-0.239449352
2011-03-01,-50.5,31.5,-0.238840998
2013-06-01,6.5,38,-0.237459106
2013-01-01,-8,51,-0.236572006
2019-08-01,140,41.5,-0.236572006
2013-04-01,-6.5,60,-0.236572006
2017-01-01,128,34,-0.234960573
2020-05-01,121,34.5,-0.229884705
2016-12-01,86.5,-10.5,-0.227678293
2000-10-01,-118.5,33.5,-0.226771086
2017-04-01,-47.5,-29,-0.22630715
2017-04-01,-50.5,-33.5,-0.22630715
2017-07-01,-74,78.5,-0.222914077
2017-02-01,6.5,42.5,-0.222513271
2012-11-01,-147.5,25.5,-0.219287892
2019-09-01,115.5,76,-0.216811309
2016-08-01,119.5,39,-0.216486817
2014-07-01,130.5,35,-0.21588388
2007-05-01,-65,30.5,-0.213182611
2013-05-01,-1,37,-0.212783662
2017-07-01,-61.5,67.5,-0.212624551
2019-03-01,121.5,34,-0.212603293
2015-07-01,136,36.5,-0.20868428
2013-01-01,-16,51,-0.207834388
2013-01-01,-16,50,-0.207608311
2019-09-01,160,75,-0.206209615
2013-10-01,-7,51.5,-0.205199072
2014-01-01,34,31.5,-0.202472455
2017-07-01,137.5,34,-0.201349355
2014-06-01,17.5,58,-0.201152407
2016-08-01,144.5,41.5,-0.200664922
2014-03-01,-9,42,-0.199282922
2013-06-01,5.5,38,-0.198969896
2020-05-01,121,34,-0.19859629
2019-03-01,122,33.5,-0.196679476
2016-09-01,170.5,77.5,-0.196272488
2019-08-01,129.5,31,-0.194499142
2019-04-01,111.5,10,-0.194023649
2013-03-01,-10.5,55.5,-0.193820026
2013-01-01,-11,49.5,-0.193820026
2019-03-01,122.5,37.5,-0.193474085
2011-01-01,-2.5,-30.5,-0.192264657
2019-09-01,46.5,69.5,-0.191789027
2013-10-01,12,37.5,-0.188424994
2016-10-01,-0.5,49.5,-0.186922239
2013-03-01,-14.5,54.5,-0.184053347
2018-10-01,0,49.5,-0.181055092
2013-04-01,-10,52.5,-0.180456064
2017-05-01,120.5,38.5,-0.180456064
2014-08-01,3,53,-0.180057629
2019-04-01,112,12.5,-0.178730027
2013-06-01,9,38,-0.178648915
2015-08-01,139.5,40.5,-0.176525771
2017-01-01,7,40.5,-0.175874166
2017-07-01,128.5,32.5,-0.171244523
2019-07-01,134,33,-0.170053304
2017-12-01,103.5,-21,-0.169411331
2019-10-01,142.5,58.5,-0.168770306
2019-04-01,113,10,-0.168706256
2014-04-01,6,42,-0.168130226
2017-04-01,-47,-28.5,-0.167691037
2019-04-01,111,8,-0.167491087
2013-05-01,-15.5,53.5,-0.167491087
2013-01-01,-15,49.5,-0.167491087
2013-05-01,18,41,-0.166847853
2011-01-01,-15,-28,-0.166561099
2019-03-01,122.5,36.5,-0.163498657
2017-12-01,96,-15,-0.161150909
2010-06-01,-46,32,-0.157763467
2017-07-01,139,38.5,-0.15739076
2014-11-01,34.5,32.5,-0.157218694
2013-05-01,18.5,39.5,-0.157169637
2017-07-01,135,33.5,-0.156144577
2011-01-01,-5.5,-30,-0.155994227
2016-09-01,120,38,-0.155615729
2013-04-01,-11,57.5,-0.15490196
2019-09-01,98.5,77.5,-0.153662888
2012-05-01,-64.5,31.5,-0.153198448
2016-06-01,11,55.5,-0.152127934
2020-05-01,120.5,34.5,-0.151833166
2019-04-01,110.5,6.5,-0.151564545
2016-08-01,-158.5,83.5,-0.150514998
2013-05-01,18.5,40.5,-0.149596902
2018-06-01,75.5,11,-0.148894599
2018-06-01,75,12,-0.148894599
2018-06-01,75,11.5,-0.148894599
2018-06-01,75,12,-0.148894599
2018-01-01,127.5,26,-0.148741651
2020-05-01,121,33.5,-0.148130399
2011-06-01,16,42,-0.146397145
2005-10-01,-55.5,27.5,-0.146229822
2012-10-01,-137,33,-0.145683727
2019-07-01,135,33.5,-0.144366406
2019-09-01,71.5,74,-0.14327111
2012-03-01,8.5,41.5,-0.14039665
2012-04-01,9.5,43,-0.137931086
2011-04-01,-153.5,29.5,-0.133954782
2017-07-01,130,34,-0.133561979
2013-10-01,-8.5,51,-0.131266678
2019-05-01,115.5,10,-0.131260643
2014-08-01,5,53.5,-0.130328108
2015-09-01,133.5,30,-0.129651106
2016-03-01,140,34,-0.128427064
2013-06-01,8,38,-0.126660629
2012-10-01,-147,26,-0.125911997
2013-06-01,2,76,-0.124360063
2017-08-01,141,35,-0.123782159
2015-05-01,34,31.5,-0.123351362
2013-01-01,-8,51,-0.121605901
2010-01-01,166,-76.5,-0.120560034
2015-04-01,35,33,-0.119561852
2016-08-01,121,40,-0.118998515
2013-05-01,25.5,35.5,-0.118350341
2017-12-01,89.5,-8.5,-0.116906641
2013-10-01,-7.5,51.5,-0.115960655
2015-07-01,3.5,40,-0.115204636
2017-09-01,130,34.5,-0.115204636
2016-12-01,-83,27.5,-0.113509275
2003-05-01,-75,30.5,-0.111580801
2013-01-01,-8,51,-0.111504208
2016-08-01,138.5,42,-0.110698297
2017-07-01,138,37.5,-0.108878383
2014-10-01,19,40,-0.108524933
2017-07-01,-80.5,74,-0.107894262
2013-05-01,16.5,42,-0.105562296
2019-04-01,89,-10,-0.104242394
2009-08-01,-141.5,34,-0.103525119
2012-10-01,-139.5,32,-0.102950327
2020-05-01,120,35,-0.102922997
2018-10-01,-6.5,65.5,-0.102911988
2013-05-01,19,40.5,-0.10037546
2013-05-01,13.5,45,-0.098541379
2019-04-01,111.5,8.5,-0.097942689
2014-07-01,135.5,39.5,-0.095284455
2017-02-01,36,36.5,-0.094701616
2019-07-01,139.5,41,-0.09420412
2009-08-01,-140,37.5,-0.094091893
2015-05-01,52.5,25.5,-0.093999221
2019-06-01,29,36,-0.09338803
2018-02-01,130,35,-0.091813056
2011-01-01,-12,-28.5,-0.086806333
2019-04-01,113,17.5,-0.086027288
2020-04-01,100.5,13,-0.085575574
2013-05-01,5.5,41.5,-0.082736959
2015-05-01,52,25.5,-0.082706185
2017-02-01,6,42.5,-0.081885429
2013-10-01,-8,51,-0.080956073
2019-04-01,93,-10,-0.080294465
2013-05-01,28,33.5,-0.07681348
2019-07-01,140,44,-0.074687909
2018-04-01,124,32,-0.06961648
2013-05-01,-15,53.5,-0.065501549
2016-08-01,-158.5,83.5,-0.064651771
2009-08-01,-141.5,36,-0.063642629
2009-08-01,-140,34,-0.063461116
2019-06-01,28,36.5,-0.060780364
2013-07-01,34,31.5,-0.060595534
2018-08-01,124,32,-0.059613026
2019-06-01,28,36.5,-0.059014512
2019-06-01,144,37.5,-0.056505484
2016-08-01,121,40,-0.055966443
2013-06-01,12,38,-0.055465717
2018-02-01,141,27.5,-0.055024092
2013-06-01,7.5,38,-0.052389087
2017-08-01,141.5,36.5,-0.049635146
2013-06-01,4,74,-0.049635146
2019-09-01,116,76,-0.049635146
2016-09-01,119.5,38.5,-0.049312257
2016-04-01,119.5,39,-0.046723663
2016-09-01,118.5,38.5,-0.045834712
2013-02-01,-10.5,51.5,-0.045757491
2016-09-01,170.5,77.5,-0.045757491
2019-04-01,87,10,-0.045288851
2004-05-01,-149.5,34.5,-0.044968376
2018-10-01,-6.5,65.5,-0.044711619
2009-08-01,-139.5,32,-0.044484776
2019-07-01,134,33,-0.042871802
2018-02-01,126,37,-0.040958608
2016-12-01,-83,27.5,-0.03985724
2014-08-01,141.5,35.5,-0.039053804
2017-08-01,120,37.5,-0.037166781
2010-07-01,-152,40.5,-0.035963687
2018-02-01,126,36.5,-0.035162841
2019-04-01,113.5,18.5,-0.034516155
2018-09-01,92.5,11.5,-0.034187606
2018-10-01,5,66,-0.032835945
2018-06-01,76,10,-0.032278902
2018-06-01,75.5,10.5,-0.032278902
2013-07-01,-72.5,40.5,-0.031517051
2013-01-01,-15,49.5,-0.026872146
2004-10-01,-123,31.5,-0.025786797
2019-04-01,87,3,-0.025441672
2019-04-01,110.5,8.5,-0.022505031
2015-08-01,130,34.5,-0.021363052
2015-08-01,138.5,40.5,-0.021363052
2019-04-01,87,-0.5,-0.020718058
2019-10-01,39.5,65.5,-0.020451625
2016-09-01,120,39,-0.019878804
2012-07-01,3.5,40,-0.019542108
2011-04-01,-167.5,32,-0.01888032
2017-07-01,28,40.5,-0.017728767
2019-04-01,87,5,-0.015814571
2017-02-01,8,43,-0.015472687
2019-06-01,32,36,-0.015191949
2019-04-01,80,-4,-0.01419974
2019-10-01,107,-5.5,-0.012463213
2013-10-01,-8.5,51,-0.010026274
2013-10-01,-6,52,-0.009901735
2016-07-01,136.5,37.5,-0.005243055
2002-05-01,-64.5,35,-0.005083837
2017-02-01,36,36.5,-0.002300861
2018-12-01,6,42.5,-0.001304842
2018-10-01,-6.5,65.5,-0.000586694
2019-04-01,87,0,-0.000347319
2019-06-01,27.5,36.5,0.000594576
2012-06-01,-67,36.5,0.000807257
2015-04-01,19,40,0.002371298
2015-01-01,3.5,40,0.005609445
2017-06-01,111.5,16.5,0.006246245
